Word,Start,End,length,time_spent,std_time_spent,speed,time,post_space,amplitude,pitch
and,74.94,75.04,3,0.10000000000000853,0.03333333333333618,29.999999999997442,74.99000000000001,0.6799999999999926,0.05197219798928662,141.62761823729613
the,75.72,75.78,3,0.060000000000002274,0.020000000000000757,49.9999999999981,75.75,0.03999999999999204,0.062140984410673936,152.38358602545011
truth,75.82,76.08,5,0.2600000000000051,0.052000000000001025,19.230769230768853,75.94999999999999,0.01999999999999602,0.05171010514483802,209.61003352468205
is,76.1,76.3,2,0.20000000000000284,0.10000000000000142,9.999999999999858,76.19999999999999,0.04000000000000625,0.048504618664772764,196.44502794717047
is,76.34,76.46,2,0.11999999999999034,0.05999999999999517,16.666666666668007,76.4,0.060000000000002274,0.041890464914944164,156.34301905631222
that,76.52,76.68,4,0.1600000000000108,0.0400000000000027,24.999999999998312,76.6,0.23999999999999488,0.14352862731832589,138.38484383647668
partly,76.92,77.24,6,0.3199999999999932,0.0533333333333322,18.7500000000004,77.08,0.060000000000002274,0.13609572950101362,137.39071373862373
because,77.3,77.58,7,0.28000000000000114,0.04000000000000016,24.999999999999897,77.44,0.0,0.1240872199972047,110.49392958178692
of,77.58,77.64,2,0.060000000000002274,0.030000000000001137,33.33333333333207,77.61,0.060000000000002274,0.11430639348920921,103.18931647341189
how,77.7,77.8,3,0.09999999999999432,0.03333333333333144,30.000000000001705,77.75,0.060000000000002274,0.21320659281195195,107.26728506700438
joe,77.86,78.02,3,0.1599999999999966,0.0533333333333322,18.7500000000004,77.94,0.04000000000000625,0.14983040127371086,97.66703279988569
is,78.06,78.14,2,0.0799999999999983,0.03999999999999915,25.000000000000533,78.1,0.060000000000002274,0.06557111664037105,82.91344641004454
governed,78.2,78.52,8,0.3199999999999932,0.03999999999999915,25.000000000000533,78.36,0.5400000000000063,0.07535207188493123,117.88836484759938
those,79.06,79.38,5,0.3199999999999932,0.06399999999999864,15.625000000000334,79.22,0.7400000000000091,0.14228423652335315,125.2973862171
divisions,80.12,80.6,9,0.47999999999998977,0.0533333333333322,18.7500000000004,80.36,0.020000000000010232,0.07162161217757515,87.54370440002663
have,80.62,80.76,4,0.14000000000000057,0.03500000000000014,28.571428571428456,80.69,0.03999999999999204,0.04032421804882352,78.039678415072
been,80.8,81.04,4,0.2400000000000091,0.060000000000002274,16.666666666666035,80.92,0.19999999999998863,0.03598473352900398,74.62628245358127
bridged,81.24,81.7,7,0.46000000000000796,0.06571428571428685,15.217391304347563,81.47,0.7199999999999989,0.04590650224926968,88.00949795894131
i,82.42,82.5,1,0.0799999999999983,0.0799999999999983,12.500000000000266,82.46000000000001,0.060000000000002274,0.06965950969305229,102.67899670806405
think,82.56,82.7,5,0.14000000000000057,0.028000000000000115,35.714285714285566,82.63,0.060000000000002274,0.1750431213135761,134.97996573838913
what's,82.76,82.92,6,0.1599999999999966,0.0266666666666661,37.5000000000008,82.84,0.060000000000002274,0.12655849185137583,121.69033359298732
true,82.98,83.16,4,0.1799999999999926,0.04499999999999815,22.222222222223134,83.07,0.020000000000010232,0.16913711552987226,128.51375317286366
in,83.18,83.22,2,0.03999999999999204,0.01999999999999602,50.00000000000995,83.2,0.01999999999999602,0.0993846995043176,109.09823218255883
american,83.24,83.6,8,0.35999999999999943,0.04499999999999993,22.222222222222257,83.41999999999999,0.04000000000000625,0.12136593119351145,102.21333940825704
politics,83.64,84.04,8,0.4000000000000057,0.05000000000000071,19.999999999999716,83.84,0.0799999999999983,0.06389459126100992,90.51346984377805
generally,84.12,84.52,9,0.3999999999999915,0.044444444444443496,22.50000000000048,84.32,0.0799999999999983,0.10663884548435817,103.54718243345785
is,84.6,84.76,2,0.1600000000000108,0.0800000000000054,12.499999999999156,84.68,0.05999999999998806,0.07795759767102663,91.84549972056669
until,84.82,85.1,5,0.28000000000000114,0.05600000000000023,17.857142857142783,84.96,0.04000000000000625,0.09029195945334188,105.12044587733878
you,85.14,85.22,3,0.0799999999999983,0.0266666666666661,37.5000000000008,85.18,0.0799999999999983,0.10137717375481446,109.50253997279036
get,85.3,85.44,3,0.14000000000000057,0.046666666666666856,21.428571428571342,85.37,0.060000000000002274,0.1169788502291041,118.7454608744826
to,85.5,85.58,2,0.0799999999999983,0.03999999999999915,25.000000000000533,85.53999999999999,0.0799999999999983,0.06549174781000668,104.23048789567173
campaigns,85.66,86.2,9,0.5400000000000063,0.06000000000000069,16.666666666666472,85.93,0.0799999999999983,0.06339829119105109,105.23931770687452
people,86.28,86.54,6,0.2600000000000051,0.04333333333333419,23.076923076922622,86.41,0.01999999999999602,0.11940382213422232,119.4090116272432
are,86.56,86.66,3,0.09999999999999432,0.03333333333333144,30.000000000001705,86.61,0.060000000000002274,0.18301630246318842,99.11490389559827
paying,86.72,86.92,6,0.20000000000000284,0.033333333333333805,29.999999999999574,86.82,0.03999999999999204,0.10509471961037128,90.31142564310203
much,86.96,87.12,4,0.1600000000000108,0.0400000000000027,24.999999999998312,87.03999999999999,0.01999999999999602,0.040500360819570966,88.47483118767431
attention,87.14,87.56,9,0.4200000000000017,0.046666666666666856,21.428571428571342,87.35,0.7999999999999972,0.017005307355183002,
people,88.36,88.58,6,0.21999999999999886,0.03666666666666648,27.272727272727412,88.47,0.04000000000000625,0.13234991572843408,137.75541322457516
have,88.62,88.7,4,0.0799999999999983,0.019999999999999574,50.000000000001066,88.66,0.060000000000002274,0.08033235401624768,102.0554150723176
gone,88.76,88.94,4,0.1799999999999926,0.04499999999999815,22.222222222223134,88.85,0.04000000000000625,0.1853635051345622,110.33671288161437
through,88.98,89.14,7,0.1599999999999966,0.02285714285714237,43.75000000000093,89.06,0.04000000000000625,0.13997786267818174,127.07104006560174
a,89.18,89.24,1,0.05999999999998806,0.05999999999998806,16.666666666669983,89.21000000000001,0.060000000000002274,0.11670182605999277,97.05024935156344
difficult,89.3,89.64,9,0.3400000000000034,0.03777777777777816,26.470588235293853,89.47,0.060000000000002274,0.06822865791759034,96.28758510655537
time,89.7,89.94,4,0.23999999999999488,0.05999999999999872,16.666666666667023,89.82,0.5600000000000023,0.036747280088335964,82.30364461554518
because,90.5,90.86,7,0.35999999999999943,0.051428571428571344,19.444444444444475,90.68,0.0,0.09615106450878161,94.31569866435329
of,90.86,91.0,2,0.14000000000000057,0.07000000000000028,14.285714285714228,90.93,0.5600000000000023,0.0982635302197892,93.60625609632918
covent,91.56,91.96,6,0.3999999999999915,0.06666666666666525,15.00000000000032,91.75999999999999,0.04000000000000625,0.1283064745574047,125.26084727804805
and,92.0,92.14,3,0.14000000000000057,0.046666666666666856,21.428571428571342,92.07,0.060000000000002274,0.0672828247312369,85.36376367949471
and,92.2,92.3,3,0.09999999999999432,0.03333333333333144,30.000000000001705,92.25,0.04000000000000625,0.09368402497794318,88.27964978647785
the,92.34,92.4,3,0.060000000000002274,0.020000000000000757,49.9999999999981,92.37,0.03999999999999204,0.07446702946711715,88.22160457640462
pandemic,92.44,92.96,8,0.519999999999996,0.0649999999999995,15.384615384615502,92.69999999999999,0.060000000000002274,0.1052208766220038,99.24041443654963
and,93.02,93.12,3,0.10000000000000853,0.03333333333333618,29.999999999997442,93.07,0.1599999999999966,0.054629158076115555,81.1810330574497
and,93.28,93.44,3,0.1599999999999966,0.0533333333333322,18.7500000000004,93.36,0.46000000000000796,0.057049019252326014,83.81288359386092
blockbounds,93.9,94.62,11,0.7199999999999989,0.06545454545454535,15.277777777777802,94.26,1.4399999999999977,0.09246726503741468,97.67064024790399
because,96.06,96.38,7,0.3199999999999932,0.04571428571428474,21.875000000000465,96.22,0.0,0.13083526811351143,94.39025659810733
of,96.38,96.44,2,0.060000000000002274,0.030000000000001137,33.33333333333207,96.41,0.04000000000000625,0.09285342673171428,93.84930474508158
inflation,96.48,97.06,9,0.5799999999999983,0.06444444444444425,15.51724137931039,96.77000000000001,0.980000000000004,0.09599225467268209,119.02283129033876
primarily,98.04,98.56,9,0.519999999999996,0.05777777777777734,17.30769230769244,98.30000000000001,0.03999999999999204,0.181445580337701,103.52923817116339
in,98.6,98.66,2,0.060000000000002274,0.030000000000001137,33.33333333333207,98.63,0.04000000000000625,0.07286593171970096,92.28743911156347
the,98.7,98.76,3,0.060000000000002274,0.020000000000000757,49.9999999999981,98.73,0.05999999999998806,0.07592503080977349,87.1587086960467
result,98.82,99.2,6,0.38000000000000966,0.06333333333333495,15.789473684210124,99.00999999999999,0.01999999999999602,0.09774449650114948,96.21103738313207
of,99.22,99.42,2,0.20000000000000284,0.10000000000000142,9.999999999999858,99.32,0.37999999999999545,0.0893591273719971,89.26414049696389
both,99.8,100.04,4,0.2400000000000091,0.060000000000002274,16.666666666666035,99.92,0.6199999999999903,0.07660157102903713,86.26255640908039
the,100.66,100.72,3,0.060000000000002274,0.020000000000000757,49.9999999999981,100.69,0.060000000000002274,0.04510050329825434,78.48373103586825
war,100.78,100.98,3,0.20000000000000284,0.06666666666666761,14.999999999999787,100.88,0.03999999999999204,0.11311654509092407,89.65816307857968
in,101.02,101.04,2,0.020000000000010232,0.010000000000005116,99.99999999994884,101.03,0.05999999999998806,0.04193175973636898,82.47187400346779
ukraine,101.1,101.52,7,0.4200000000000017,0.06000000000000024,16.6666666666666,101.31,0.04000000000000625,0.07677412824202394,95.62255314337929
and,101.56,101.68,3,0.12000000000000455,0.040000000000001514,24.99999999999905,101.62,0.1799999999999926,0.026965438810398614,79.9528205773917
and,101.86,102.02,3,0.1599999999999966,0.0533333333333322,18.7500000000004,101.94,0.0799999999999983,0.02542333522608693,86.26656128375507
rising,102.1,102.46,6,0.35999999999999943,0.05999999999999991,16.666666666666693,102.28,0.5,0.08996552385290209,85.86210998331336
energy,102.96,103.24,6,0.28000000000000114,0.046666666666666856,21.428571428571342,103.1,0.060000000000002274,0.10770666460844842,94.53810929496535
prices,103.3,103.72,6,0.4200000000000017,0.07000000000000028,14.285714285714228,103.50999999999999,0.21999999999999886,0.10045940783929028,92.34546276778963
as,103.94,104.08,2,0.14000000000000057,0.07000000000000028,14.285714285714228,104.00999999999999,0.01999999999999602,0.03894284129967253,81.29544757547767
well,104.1,104.26,4,0.1600000000000108,0.0400000000000027,24.999999999998312,104.18,0.01999999999999602,0.10266132943350985,82.04204294478238
as,104.28,104.34,2,0.060000000000002274,0.030000000000001137,33.33333333333207,104.31,0.03999999999999204,0.07750709336495396,85.59324478463752
supply,104.38,104.72,6,0.3400000000000034,0.05666666666666723,17.647058823529235,104.55,0.060000000000002274,0.10285622765501837,95.2757534952816
chain,104.78,104.96,5,0.1799999999999926,0.03599999999999852,27.77777777777892,104.87,0.04000000000000625,0.09149795631534097,92.7818104056865
issues,105.0,105.32,6,0.3199999999999932,0.0533333333333322,18.7500000000004,105.16,0.46000000000000796,0.06960252348420853,106.98877796301561
and,105.78,105.9,3,0.12000000000000455,0.040000000000001514,24.99999999999905,105.84,0.01999999999999602,0.09156661252390895,122.87712488664476
so,105.92,106.02,2,0.09999999999999432,0.04999999999999716,20.000000000001137,105.97,0.060000000000002274,0.19483501635744813,142.75997611882167
people,106.08,106.36,6,0.28000000000000114,0.046666666666666856,21.428571428571342,106.22,0.04000000000000625,0.14391542065826327,154.10924668511615
have,106.4,106.58,4,0.1799999999999926,0.04499999999999815,22.222222222223134,106.49000000000001,0.4399999999999977,0.14656078612244813,112.16160690439256
memories,107.02,107.46,8,0.4399999999999977,0.054999999999999716,18.181818181818276,107.24,0.020000000000010232,0.14664877910827315,121.57759820976554
about,107.48,107.7,5,0.21999999999999886,0.043999999999999775,22.727272727272844,107.59,0.03999999999999204,0.09836442632231615,94.7132410332976
the,107.74,107.8,3,0.060000000000002274,0.020000000000000757,49.9999999999981,107.77,0.29999999999999716,0.04486148097270592,87.53602473719656
okay,108.1,108.34,4,0.2400000000000091,0.060000000000002274,16.666666666666035,108.22,0.3199999999999932,0.06606378530826046,105.54199864169215
eggs,108.66,108.9,4,0.2400000000000091,0.060000000000002274,16.666666666666035,108.78,0.03999999999999204,0.11036183470633283,117.75802002567642
got,108.94,109.08,3,0.14000000000000057,0.046666666666666856,21.428571428571342,109.00999999999999,0.04000000000000625,0.13485597719752912,103.35122004991604
more,109.12,109.24,4,0.11999999999999034,0.029999999999997584,33.333333333336014,109.18,0.04000000000000625,0.10075061238634363,102.68258639585997
expensive,109.28,109.9,9,0.6200000000000045,0.06888888888888939,14.516129032257957,109.59,0.14000000000000057,0.04816241807426925,87.65849514228047
and,110.04,110.22,3,0.1799999999999926,0.059999999999997534,16.66666666666735,110.13,0.09999999999999432,0.0429239416945481,85.17688644283201
gas,110.32,110.72,3,0.4000000000000057,0.13333333333333522,7.499999999999893,110.52,0.3400000000000034,0.07381436611902073,95.51376647724793
was,111.06,111.22,3,0.1599999999999966,0.0533333333333322,18.7500000000004,111.14,0.060000000000002274,0.06687602792885187,101.60896955940281
more,111.28,111.42,4,0.14000000000000057,0.03500000000000014,28.571428571428456,111.35,0.01999999999999602,0.08587894344313524,88.56834797296239
expensive,111.44,112.0,9,0.5600000000000023,0.06222222222222248,16.071428571428505,111.72,1.019999999999996,0.03731967828213637,126.50044298306585
and,113.02,113.12,3,0.10000000000000853,0.03333333333333618,29.999999999997442,113.07,0.01999999999999602,0.12477405143756139,115.01516026243341
they,113.14,113.22,4,0.0799999999999983,0.019999999999999574,50.000000000001066,113.18,0.09999999999999432,0.22354771200967835,123.099770303661
haven't,113.32,113.62,7,0.30000000000001137,0.04285714285714448,23.333333333332448,113.47,0.03999999999999204,0.12896769973091027,153.53449838989104
been,113.66,113.8,4,0.14000000000000057,0.03500000000000014,28.571428571428456,113.72999999999999,0.060000000000002274,0.08697930039105749,102.84589023984617
paying,113.86,114.12,6,0.2600000000000051,0.04333333333333419,23.076923076922622,113.99000000000001,0.03999999999999204,0.07572155656199236,93.7446465100414
as,114.16,114.26,2,0.10000000000000853,0.05000000000000426,19.999999999998295,114.21000000000001,0.05999999999998806,0.036209983469417256,83.00166556591957
much,114.32,114.52,4,0.20000000000000284,0.05000000000000071,19.999999999999716,114.41999999999999,0.04000000000000625,0.04090546567925404,93.08206947721808
attention,114.56,115.04,9,0.480000000000004,0.053333333333333774,18.749999999999844,114.80000000000001,0.539999999999992,0.0221244622088567,115.6668067904453
to,115.58,115.68,2,0.10000000000000853,0.05000000000000426,19.999999999998295,115.63,0.11999999999999034,0.07107379189812726,110.08040152718087
the,115.8,115.86,3,0.060000000000002274,0.020000000000000757,49.9999999999981,115.83,0.04000000000000625,0.09110485453120871,103.48390348410246
fact,115.9,116.16,4,0.2599999999999909,0.06499999999999773,15.384615384615923,116.03,0.04000000000000625,0.11802063628266277,104.9933669602047
that,116.2,116.32,4,0.11999999999999034,0.029999999999997584,33.333333333336014,116.25999999999999,0.04000000000000625,0.08702154306739379,104.52788938832835
for,116.36,116.46,3,0.09999999999999432,0.03333333333333144,30.000000000001705,116.41,0.04000000000000625,0.07040418555111755,100.10844013480249
example,116.5,116.9,7,0.4000000000000057,0.05714285714285795,17.49999999999975,116.7,0.03999999999999204,0.07034861064374988,97.5927983714446
the,116.94,116.98,3,0.04000000000000625,0.013333333333335418,74.99999999998828,116.96000000000001,0.03999999999999204,0.10105875299831918,95.88538631343816
african,117.02,117.28,7,0.2600000000000051,0.03714285714285787,26.923076923076394,117.15,0.01999999999999602,0.06839078512425148,96.1324416375977
american,117.3,117.68,8,0.38000000000000966,0.04750000000000121,21.052631578946833,117.49000000000001,0.01999999999999602,0.09520380578927573,96.16924593259601
unemployment,117.7,118.22,12,0.519999999999996,0.043333333333333,23.076923076923254,117.96000000000001,0.04000000000000625,0.07595102805090734,108.55976513791963
rate,118.26,118.44,4,0.1799999999999926,0.04499999999999815,22.222222222223134,118.35,0.7400000000000091,0.09881962649720631,93.35241320557164
is,119.18,119.42,2,0.23999999999999488,0.11999999999999744,8.333333333333512,119.30000000000001,0.3199999999999932,0.09917591118279187,107.86841304290331
lower,119.74,119.98,5,0.2400000000000091,0.04800000000000182,20.833333333332543,119.86,0.01999999999999602,0.21097575759919587,108.32995157836187
than,120.0,120.1,4,0.09999999999999432,0.02499999999999858,40.000000000002274,120.05,0.020000000000010232,0.1837722742420428,115.61228782147464
it's,120.12,120.28,4,0.1599999999999966,0.03999999999999915,25.000000000000533,120.2,0.35999999999999943,0.04688278323053117,106.36636980414373
been,120.64,120.88,4,0.23999999999999488,0.05999999999999872,16.666666666667023,120.75999999999999,0.0799999999999983,0.11224737512986532,108.49201165254033
in,120.96,121.08,2,0.12000000000000455,0.060000000000002274,16.666666666666035,121.02,0.7800000000000011,0.12085170847970335,105.87642977678246
decades,121.86,122.34,7,0.480000000000004,0.06857142857142914,14.583333333333213,122.1,1.4599999999999937,0.0629206765428956,126.69998528869318
the,123.8,123.86,3,0.060000000000002274,0.020000000000000757,49.9999999999981,123.83,0.060000000000002274,0.13928291325864842,103.5766051487025
campaign,123.92,124.42,8,0.5,0.0625,16.0,124.17,0.03999999999999204,0.15355598552271713,123.52412191408533
will,124.46,124.66,4,0.20000000000000284,0.05000000000000071,19.999999999999716,124.56,0.14000000000000057,0.1521797308730984,106.96187859628012
allow,124.8,125.34,5,0.5400000000000063,0.10800000000000125,9.259259259259151,125.07,1.0,0.07992116894308934,96.21597036419615
present,126.34,126.68,7,0.3400000000000034,0.04857142857142906,20.58823529411744,126.51,0.03999999999999204,0.08729841580354634,93.00932672060583
by,126.72,126.88,2,0.1599999999999966,0.0799999999999983,12.500000000000266,126.8,0.20000000000000284,0.13998152143511378,85.15014669547735
to,127.08,127.18,2,0.10000000000000853,0.05000000000000426,19.999999999998295,127.13,0.09999999999999432,0.05198090807788937,77.90738389771596
make,127.28,127.46,4,0.1799999999999926,0.04499999999999815,22.222222222223134,127.37,0.04000000000000625,0.059837658850334444,89.77887296778557
those,127.5,127.7,5,0.20000000000000284,0.04000000000000057,24.999999999999645,127.6,0.03999999999999204,0.06930326345183731,82.5301843515924
arguments,127.74,128.22,9,0.480000000000004,0.053333333333333774,18.749999999999844,127.97999999999999,0.060000000000002274,0.04165478632064586,98.85255523987664
and,128.28,128.4,3,0.12000000000000455,0.040000000000001514,24.99999999999905,128.34,0.01999999999998181,0.07821082961264798,93.24228591242226
i,128.42,128.48,1,0.060000000000002274,0.060000000000002274,16.666666666666035,128.45,0.060000000000002274,0.14120177996102923,93.35318730076362
think,128.54,128.74,5,0.20000000000001705,0.04000000000000341,24.99999999999787,128.64,0.07999999999998408,0.11968226477114384,109.96233643224842
that,128.82,128.98,4,0.1599999999999966,0.03999999999999915,25.000000000000533,128.89999999999998,0.7400000000000091,0.10515291975144218,112.70942295608789
you,129.72,129.82,3,0.09999999999999432,0.03333333333333144,30.000000000001705,129.76999999999998,0.040000000000020464,0.08791338397327465,97.4882157067455
know,129.86,129.92,4,0.05999999999997385,0.014999999999993463,66.66666666669572,129.89,0.7600000000000193,0.06384261405029489,81.35780401626039
in,130.68,130.84,2,0.1599999999999966,0.0799999999999983,12.500000000000266,130.76,0.03999999999999204,0.1487220119162873,107.0112880606931
a,130.88,130.96,1,0.0800000000000125,0.0800000000000125,12.499999999998046,130.92000000000002,0.4000000000000057,0.1721797756785757,98.32111422163129
in,131.36,131.46,2,0.09999999999999432,0.04999999999999716,20.000000000001137,131.41000000000003,0.03999999999999204,0.05940584190976575,99.20147855250838
an,131.5,131.62,2,0.12000000000000455,0.060000000000002274,16.666666666666035,131.56,0.46000000000000796,0.1794657732035974,109.68232485286707
a,132.08,132.18,1,0.09999999999999432,0.09999999999999432,10.000000000000568,132.13,0.03999999999999204,0.08545783855803711,102.2844662488227
medium,132.22,132.46,6,0.2400000000000091,0.040000000000001514,24.99999999999905,132.34,0.01999999999998181,0.16638475047209858,132.47901268982795
environment,132.48,132.88,11,0.4000000000000057,0.03636363636363688,27.49999999999961,132.68,0.020000000000010232,0.07682168854093477,99.42287576224594
that's,132.9,133.06,6,0.1599999999999966,0.0266666666666661,37.5000000000008,132.98000000000002,0.020000000000010232,0.03325018907695129,83.7769838679408
so,133.08,133.22,2,0.13999999999998636,0.06999999999999318,14.285714285715677,133.15,0.0800000000000125,0.09454483090959245,105.79623440637162
cluttered,133.3,133.74,9,0.4399999999999977,0.048888888888888635,20.45454545454556,133.52,0.6200000000000045,0.04043128753426766,93.48539259583191
it's,134.36,134.52,4,0.1599999999999966,0.03999999999999915,25.000000000000533,134.44,0.060000000000002274,0.04026357711028346,92.5817718078603
very,134.58,134.84,4,0.2599999999999909,0.06499999999999773,15.384615384615923,134.71,0.07999999999998408,0.16294400536036133,128.7783133420179
hard,134.92,135.18,4,0.2600000000000193,0.06500000000000483,15.384615384614241,135.05,0.01999999999998181,0.09171869894673285,103.21427413044293
to,135.2,135.28,2,0.0800000000000125,0.04000000000000625,24.999999999996092,135.24,0.060000000000002274,0.05363815939974447,91.97190736590603
break,135.34,135.58,5,0.2400000000000091,0.04800000000000182,20.833333333332543,135.46,0.05999999999997385,0.05090680474940434,90.25874493497463
through,135.64,135.82,7,0.18000000000000682,0.02571428571428669,38.888888888887415,135.73,0.21999999999999886,0.04745327963557877,81.02141081393101
until,136.04,136.42,5,0.37999999999999545,0.0759999999999991,13.157894736842263,136.23,0.060000000000002274,0.05821826755078828,99.15061599523423
you,136.48,136.56,3,0.0800000000000125,0.026666666666670835,37.49999999999414,136.51999999999998,0.12000000000000455,0.06002457536210586,94.28025719402243
get,136.68,136.84,3,0.1599999999999966,0.0533333333333322,18.7500000000004,136.76,0.060000000000002274,0.04703161903584956,96.33313379719566
to,136.9,137.0,2,0.09999999999999432,0.04999999999999716,20.000000000001137,136.95,0.060000000000002274,0.0320504643305012,88.48278762548577
elections,137.06,137.5,9,0.4399999999999977,0.048888888888888635,20.45454545454556,137.28,0.020000000000010232,0.03492212694205742,83.49891439182137
i,137.52,137.56,1,0.03999999999999204,0.03999999999999204,25.000000000004974,137.54000000000002,0.060000000000002274,0.14410758039270707,88.00183418606088
mean,137.62,137.68,4,0.060000000000002274,0.015000000000000568,66.66666666666414,137.65,0.03999999999999204,0.18367777211578423,129.0428322341388
overcall,137.72,138.12,8,0.4000000000000057,0.05000000000000071,19.999999999999716,137.92000000000002,0.060000000000002274,0.13410914894781298,129.41329836172002
when,138.18,138.26,4,0.07999999999998408,0.01999999999999602,50.00000000000995,138.22,0.040000000000020464,0.06477318061304091,84.10158267152158
i,138.3,138.34,1,0.03999999999999204,0.03999999999999204,25.000000000004974,138.32,0.07999999999998408,0.1380454756892002,96.49875874683458
ran,138.42,138.6,3,0.18000000000000682,0.060000000000002274,16.666666666666035,138.51,0.03999999999999204,0.07985936128104115,92.54651752976875
for,138.64,138.76,3,0.12000000000000455,0.040000000000001514,24.99999999999905,138.7,0.040000000000020464,0.045047705559863226,84.6797352248775
reelection,138.8,139.34,10,0.539999999999992,0.0539999999999992,18.518518518518793,139.07,0.46000000000000796,0.04943205812285147,82.32238887483601
in,139.8,139.9,2,0.09999999999999432,0.04999999999999716,20.000000000001137,139.85000000000002,0.060000000000002274,0.06957404908968567,93.55876945747252
twenty,139.96,140.18,6,0.21999999999999886,0.03666666666666648,27.272727272727412,140.07,0.060000000000002274,0.11631679211985668,106.31404294494179
twelve,140.24,140.56,6,0.3199999999999932,0.0533333333333322,18.7500000000004,140.4,0.47999999999998977,0.10442894445985251,109.4868510714579
my,141.04,141.16,2,0.12000000000000455,0.060000000000002274,16.666666666666035,141.1,0.03999999999999204,0.19642489386199943,121.8792937304167
pole,141.2,141.38,4,0.18000000000000682,0.045000000000001705,22.22222222222138,141.29,0.020000000000010232,0.17480452666986676,124.06114360139217
numbers,141.4,141.78,7,0.37999999999999545,0.05428571428571364,18.42105263157917,141.59,0.4000000000000057,0.11686669266319707,99.16434107853017
weren't,142.18,142.44,7,0.2599999999999909,0.03714285714285585,26.923076923077865,142.31,0.21999999999999886,0.08397661199963018,96.16280065354546
that,142.66,142.84,4,0.18000000000000682,0.045000000000001705,22.22222222222138,142.75,0.03999999999999204,0.13156260774038608,104.85607281717019
great,142.88,143.16,5,0.28000000000000114,0.05600000000000023,17.857142857142783,143.01999999999998,0.8799999999999955,0.052976772533727845,76.16564716420983
and,144.04,144.18,3,0.14000000000001478,0.046666666666671595,21.428571428569168,144.11,0.03999999999999204,0.13181077606724317,119.76848250578966
we,144.22,144.28,2,0.060000000000002274,0.030000000000001137,33.33333333333207,144.25,0.060000000000002274,0.19824629143024022,138.47825373444442
ended,144.34,144.5,5,0.1599999999999966,0.03199999999999932,31.250000000000668,144.42000000000002,0.0,0.16405797834789143,122.16780540377358
up,144.5,144.6,2,0.09999999999999432,0.04999999999999716,20.000000000001137,144.55,0.37999999999999545,0.07172492276060193,103.4127905006233
winning,144.98,145.2,7,0.21999999999999886,0.031428571428571264,31.818181818181984,145.08999999999997,0.060000000000002274,0.1524558844510417,113.96419406067814
comfortably,145.26,145.78,11,0.5200000000000102,0.0472727272727282,21.153846153845738,145.51999999999998,1.240000000000009,0.04385773280362466,102.00985964310836
part,147.02,147.28,4,0.2599999999999909,0.06499999999999773,15.384615384615923,147.15,0.09999999999999432,0.10868097721398703,112.17277660117362
of,147.38,147.52,2,0.14000000000001478,0.07000000000000739,14.285714285712778,147.45,0.07999999999998408,0.07560906295043812,105.45784252045935
that,147.6,147.76,4,0.1599999999999966,0.03999999999999915,25.000000000000533,147.68,0.040000000000020464,0.15631511617427926,111.19737004917825
was,147.8,148.0,3,0.19999999999998863,0.06666666666666288,15.000000000000853,147.9,0.060000000000002274,0.12769319217573627,102.45299862065211
just,148.06,148.2,4,0.13999999999998636,0.03499999999999659,28.571428571431355,148.13,0.0800000000000125,0.14835195277536503,108.56195159008263
we,148.28,148.34,2,0.060000000000002274,0.030000000000001137,33.33333333333207,148.31,0.060000000000002274,0.17667915421930963,105.78555265940709
started,148.4,148.68,7,0.28000000000000114,0.04000000000000016,24.999999999999897,148.54000000000002,0.060000000000002274,0.11975955835338668,109.80032111276903
campaigning,148.74,149.28,11,0.539999999999992,0.049090909090908366,20.370370370370672,149.01,0.12000000000000455,0.0891291876944437,121.75202824881231
and,149.4,149.48,3,0.07999999999998408,0.02666666666666136,37.50000000000746,149.44,0.040000000000020464,0.052670315993804014,90.1501318529248
we,149.52,149.6,2,0.07999999999998408,0.03999999999999204,25.000000000004974,149.56,0.020000000000010232,0.12713239008225416,93.50852859677977
were,149.62,149.7,4,0.07999999999998408,0.01999999999999602,50.00000000000995,149.66,0.020000000000010232,0.19085267225643923,97.52885138572417
able,149.72,149.92,4,0.19999999999998863,0.04999999999999716,20.000000000001137,149.82,0.020000000000010232,0.12756072515461045,95.71967304249844
to,149.94,150.0,2,0.060000000000002274,0.030000000000001137,33.33333333333207,149.97,0.060000000000002274,0.06665525429510344,96.92055047019923
get,150.06,150.16,3,0.09999999999999432,0.03333333333333144,30.000000000001705,150.11,0.020000000000010232,0.12690956786316016,93.87582931848686
a,150.18,150.2,1,0.01999999999998181,0.01999999999998181,50.000000000045475,150.19,0.040000000000020464,0.04902091603997927,91.54756549035449
message,150.24,150.6,7,0.3599999999999852,0.05142857142856932,19.444444444445242,150.42000000000002,0.020000000000010232,0.0638757493753592,88.01372159558639
out,150.62,150.78,3,0.1599999999999966,0.0533333333333322,18.7500000000004,150.7,0.03999999999999204,0.12619600020999447,121.8660137350658
and,150.82,150.88,3,0.060000000000002274,0.020000000000000757,49.9999999999981,150.85,0.0800000000000125,0.044893714309295576,136.21300518331415
people,150.96,151.22,6,0.2599999999999909,0.043333333333331815,23.076923076923883,151.09,0.060000000000002274,0.09433106919226927,124.16358636004813
said,151.28,151.48,4,0.19999999999998863,0.04999999999999716,20.000000000001137,151.38,0.12000000000000455,0.11390692143912835,119.37912766252734
yeah,151.6,151.8,4,0.20000000000001705,0.05000000000000426,19.999999999998295,151.7,0.7399999999999807,0.09432006241436301,177.09713252970892
