Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,post_space,amplitude,pitch,time,speed,isImpWord
health,122.12,122.38,0.26,0.06,0,6,0.0433333333333333,0.0600000000000022,0.2613486301010187,276.89617689529075,122.25,23.076923076923077,False
records,122.44,123.06,0.62,0.38,0,7,0.0885714285714285,0.3799999999999954,0.2519601696839928,268.3754720097676,122.75,11.290322580645162,True
social,123.44,123.78,0.34,0.1,0,6,0.0566666666666666,0.0999999999999943,0.09297984048458,184.14837824241056,123.61,17.64705882352941,False
media,123.88,124.38,0.5,1.28,0,5,0.1,1.2800000000000011,0.3787009520333342,241.9329891238613,124.13,10.0,True
all,125.66,125.84,0.18,0.04,0,3,0.06,0.039999999999992,0.462243048433571,242.64312068711524,125.75,16.666666666666668,False
of,125.88,125.94,0.06,0.04,0,2,0.03,0.0400000000000062,0.1812926590787746,235.9210326576408,125.91,33.333333333333336,False
the,125.98,126.04,0.06,0.06,0,3,0.02,0.059999999999988,0.1906572134314874,176.78663498981754,126.01,50.0,False
published,126.1,126.5,0.4,0.04,0,9,0.0444444444444444,0.0400000000000062,0.1371874699688166,159.71057769620484,126.3,22.5,False
literature,126.54,127.14,0.6,0.66,0,10,0.06,0.6599999999999966,0.284770964047399,243.4384486379796,126.84,16.666666666666668,False
it's,127.8,128.0,0.2,0.08,0,4,0.05,0.0800000000000125,0.1371949665792438,265.0680734482157,127.9,20.0,False
far,128.08,128.32,0.24,0.1,0,3,0.08,0.0999999999999943,0.2360289643855379,273.54162610078004,128.2,12.5,True
too,128.42,128.54,0.12,0.08,0,3,0.04,0.0800000000000125,0.1057463408479585,304.583036794921,128.48,25.0,False
much,128.62,128.84,0.22,0.08,0,4,0.055,0.079999999999984,0.2656739642045493,235.464390118522,128.73000000000002,18.181818181818183,False
for,128.92,129.0,0.08,0.06,0,3,0.0266666666666666,0.0600000000000022,0.1989082473492206,222.35041932388063,128.95999999999998,37.5,False
us,129.06,129.22,0.16,0.06,0,2,0.08,0.0600000000000022,0.2786067709954055,207.36157695907067,129.14,12.5,True
humans,129.28,129.66,0.38,0.04,0,6,0.0633333333333333,0.039999999999992,0.0997361869865658,186.79658974882855,129.47,15.789473684210526,True
to,129.7,129.78,0.08,0.04,0,2,0.04,0.039999999999992,0.0666439793963347,248.7773770378317,129.74,25.0,False
be,129.82,129.88,0.06,0.06,0,2,0.03,0.0600000000000022,0.1375269852519278,204.57563907206975,129.85,33.333333333333336,False
able,129.94,130.18,0.24,0.04,0,4,0.06,0.039999999999992,0.1270708122651241,168.86992891059583,130.06,16.666666666666668,False
to,130.22,130.28,0.06,0.06,0,2,0.03,0.0600000000000022,0.0585424862515524,,130.25,33.333333333333336,False
consume,130.34,130.9,0.56,1.78,0,7,0.08,1.7800000000000011,0.0586297313453611,220.3277228130953,130.62,12.499999999999998,True
in,132.68,132.8,0.12,0.04,0,2,0.06,0.039999999999992,0.1653340560925994,199.4039498885813,132.74,16.666666666666668,False
my,132.84,133.04,0.2,0.08,0,2,0.1,0.0800000000000125,0.5671142543933936,236.4806289676216,132.94,10.0,True
lab,133.12,133.52,0.4,0.28,0,3,0.1333333333333333,0.2800000000000011,0.3510857703230716,193.2283230522517,133.32,7.5,True
we,133.8,133.92,0.12,0.12,0,2,0.06,0.1200000000000045,0.1995642643231695,268.9452890943854,133.86,16.666666666666668,False
leverage,134.04,134.62,0.58,0.04,0,8,0.0725,0.039999999999992,0.2784534882089862,217.2312853318912,134.32999999999998,13.793103448275865,True
these,134.66,134.86,0.2,0.04,0,5,0.04,0.039999999999992,0.1106972741444535,169.3432468999091,134.76,25.0,False
massive,134.9,135.28,0.38,0.04,0,7,0.0542857142857142,0.039999999999992,0.2026947553926922,157.3773101451661,135.09,18.42105263157895,False
data,135.32,135.66,0.34,0.9,0,4,0.085,0.9000000000000057,0.1880746595483354,77.51577168562154,135.49,11.76470588235294,True
to,136.56,136.64,0.08,0.06,0,2,0.04,0.0600000000000022,0.10366635686544,178.36881067159663,136.6,25.0,False
understand,136.7,137.24,0.54,0.08,0,10,0.054,0.079999999999984,0.2846913798540046,240.75333887603,136.97,18.51851851851852,False
how,137.32,137.46,0.14,0.04,0,3,0.0466666666666666,0.039999999999992,0.454568962478704,244.4347151790632,137.39,21.428571428571427,False
we,137.5,137.56,0.06,0.04,0,2,0.03,0.039999999999992,0.1986349809745761,222.08988853921852,137.53,33.333333333333336,False
can,137.6,137.68,0.08,0.06,0,3,0.0266666666666666,0.0600000000000022,0.2194482098553508,230.8572845131474,137.64,37.5,False
personalise,137.74,138.46,0.72,0.04,0,11,0.0654545454545454,0.039999999999992,0.21681106228734,248.12458263351064,138.10000000000002,15.27777777777778,True
treatment,138.5,139.0,0.5,0.1,0,9,0.0555555555555555,0.0999999999999943,0.0979593308583137,241.44903558498717,138.75,18.0,False
for,139.1,139.2,0.1,0.06,0,3,0.0333333333333333,0.0600000000000022,0.1605916511909052,224.33710262436605,139.14999999999998,30.0,False
h,139.26,139.36,0.1,0.14,0,1,0.1,0.1399999999999863,0.1698320362930311,234.93600194275663,139.31,10.0,True
i,139.5,139.56,0.06,0.08,0,1,0.06,0.079999999999984,0.2837670221668575,237.176098380382,139.53,16.666666666666668,False
v,139.64,139.76,0.12,0.32,0,1,0.12,0.3200000000000216,0.1718927808166552,263.873160201568,139.7,8.333333333333334,True
and,140.08,140.2,0.12,0.06,0,3,0.04,0.0600000000000022,0.1116065484887578,200.3165739044271,140.14,25.0,False
oppression,140.26,140.88,0.62,0.62,0,10,0.062,0.6200000000000045,0.1101652544908289,196.9378815802112,140.57,16.129032258064516,True
to,141.5,141.58,0.08,0.06,0,2,0.04,0.0599999999999738,0.1752928080467728,243.8609739199325,141.54000000000002,25.0,False
understand,141.64,142.12,0.48,0.04,0,10,0.048,0.039999999999992,0.2629453535067634,266.971360642416,141.88,20.833333333333336,False
the,142.16,142.2,0.04,0.06,0,3,0.0133333333333333,0.0600000000000022,0.2695375171696652,287.8797595523036,142.18,75.0,False
trajectories,142.26,143.06,0.8,0.18,0,12,0.0666666666666666,0.1800000000000068,0.1613823542557226,200.49405679746573,142.66,15.0,True
of,143.24,143.34,0.1,0.04,0,2,0.05,0.039999999999992,0.1410554501812257,199.53855531026403,143.29000000000002,20.0,False
children,143.38,143.72,0.34,0.02,0,8,0.0425,0.0200000000000102,0.1612932069686238,204.34447876896945,143.55,23.52941176470588,False
with,143.74,143.82,0.08,0.06,0,4,0.02,0.0600000000000022,0.1789167906401987,158.1601253424657,143.78,50.0,False
autism,143.88,144.5,0.62,1.4,0,6,0.1033333333333333,1.4000000000000057,0.0720411937882105,160.5595518082446,144.19,9.67741935483871,True
all,145.9,146.1,0.2,0.06,0,3,0.0666666666666666,0.0600000000000022,0.3568076745982982,199.92996239980903,146.0,15.0,True
of,146.16,146.22,0.06,0.06,0,2,0.03,0.0600000000000022,0.3780178793932769,278.59753582359843,146.19,33.333333333333336,False
this,146.28,146.48,0.2,0.04,0,4,0.05,0.0400000000000204,0.2567297783878378,236.99088139486943,146.38,20.0,False
would,146.52,146.64,0.12,0.02,0,5,0.024,0.0200000000000102,0.1394883185649973,249.23023076093443,146.57999999999998,41.66666666666667,False
be,146.66,146.72,0.06,0.06,0,2,0.03,0.0600000000000022,0.1932537489904595,239.75559364775955,146.69,33.333333333333336,False
impossible,146.78,147.46,0.68,0.7,0,10,0.068,0.6999999999999886,0.1730897242923955,175.1660348297416,147.12,14.705882352941176,True
without,148.16,148.46,0.3,0.06,0,7,0.0428571428571428,0.0600000000000022,0.3191047709191151,166.48418966745973,148.31,23.333333333333336,False
a,148.52,148.64,0.12,0.1,0,1,0.12,0.1000000000000227,0.2183370696376622,161.6920541489608,148.57999999999998,8.333333333333334,True
i,148.74,148.84,0.1,1.94,0,1,0.1,1.9399999999999975,0.3055611067390155,118.83661625338056,148.79000000000002,10.0,True
but,150.78,150.9,0.12,0.04,0,3,0.04,0.039999999999992,0.2387581184963858,219.51481910197717,150.84,25.0,False
if,150.94,151.02,0.08,0.02,0,2,0.04,0.0199999999999818,0.2103694519745396,262.3113678579405,150.98000000000002,25.0,False
we're,151.04,151.14,0.1,0.04,0,5,0.02,0.0400000000000204,0.3084609130223731,275.8102071061273,151.08999999999995,50.0,False
going,151.18,151.44,0.26,0.04,0,5,0.052,0.039999999999992,0.2982429796150198,278.13610388377845,151.31,19.23076923076923,False
to,151.48,151.56,0.08,0.06,0,2,0.04,0.0600000000000022,0.1727532594547748,186.55103716416264,151.51999999999998,25.0,False
reap,151.62,151.88,0.26,0.04,0,4,0.065,0.039999999999992,0.1472005376192095,261.9384251637919,151.75,15.384615384615383,True
the,151.92,151.96,0.04,0.06,0,3,0.0133333333333333,0.0600000000000022,0.3234939040245755,328.9716810237119,151.94,75.0,False
benefits,152.02,152.74,0.72,0.62,0,8,0.09,0.6200000000000045,0.1397185587106936,180.80161083249536,152.38,11.11111111111111,True
of,153.36,153.52,0.16,0.06,0,2,0.08,0.0600000000000022,0.1225529225654509,191.7155706501584,153.44,12.5,True
what,153.58,153.76,0.18,0.06,0,4,0.045,0.0600000000000022,0.333265860941535,236.120611143737,153.67000000000002,22.22222222222222,False
a,153.82,153.88,0.06,0.1,0,1,0.06,0.0999999999999943,0.3422728243512387,292.84045224792607,153.85,16.666666666666668,False
eyes,153.98,154.24,0.26,0.08,0,4,0.065,0.079999999999984,0.3323174648589639,251.925153178792,154.11,15.384615384615383,True
have,154.32,154.52,0.2,0.04,0,4,0.05,0.039999999999992,0.3719397377890821,228.00930507501215,154.42000000000002,20.0,False
to,154.56,154.64,0.08,0.06,0,2,0.04,0.0600000000000022,0.1303033796434174,283.09276702415747,154.6,25.0,False
offer,154.7,155.08,0.38,1.4,0,5,0.076,1.3999999999999773,0.1905208895128531,166.981837723713,154.89,13.157894736842104,True
we,156.48,156.6,0.12,0.1,0,2,0.06,0.0999999999999943,0.2090808328519696,217.02337021296196,156.54,16.666666666666668,False
must,156.7,157.14,0.44,0.24,0,4,0.11,0.2400000000000091,0.1962343100088482,210.69627056821483,156.92,9.090909090909092,True
find,157.38,157.7,0.32,0.06,0,4,0.08,0.0600000000000022,0.3126804444091077,286.327730276325,157.54,12.5,True
ways,157.76,158.18,0.42,0.08,0,4,0.105,0.079999999999984,0.1922670126523566,171.91309221732016,157.97,9.523809523809524,True
to,158.26,158.36,0.1,0.08,0,2,0.05,0.079999999999984,0.1134274124221834,217.203085997666,158.31,20.0,False
hold,158.44,158.82,0.38,0.08,0,4,0.095,0.0800000000000125,0.2185470170919337,250.5427259880769,158.63,10.526315789473683,True
a,158.9,159.08,0.18,0.06,0,1,0.18,0.0599999999999738,0.3564886561551924,227.82482446417484,158.99,5.555555555555555,True
is,159.14,159.64,0.5,0.3,0,2,0.25,0.3000000000000113,0.2192746303324774,161.67306613032196,159.39,4.0,True
accountable,159.94,160.66,0.72,1.72,0,11,0.0654545454545454,1.7199999999999989,0.0893034063079992,166.64897824988086,160.3,15.27777777777778,True
today,162.38,162.76,0.38,0.32,0,5,0.076,0.3200000000000216,0.2735735852774944,227.7945883883324,162.57,13.157894736842104,True
i'll,163.08,163.26,0.18,0.04,0,4,0.045,0.0400000000000204,0.2527709016001216,239.80125357820225,163.17000000000002,22.22222222222222,False
tell,163.3,163.46,0.16,0.04,0,4,0.04,0.039999999999992,0.2403722690452574,272.723221652563,163.38,25.0,False
you,163.5,163.56,0.06,0.06,0,3,0.02,0.0600000000000022,0.2760565456474539,270.58987365735254,163.53,50.0,False
one,163.62,163.8,0.18,0.04,0,3,0.06,0.039999999999992,0.2853056793061319,213.10251970784896,163.71,16.666666666666668,False
way,163.84,164.06,0.22,0.88,0,3,0.0733333333333333,0.8799999999999955,0.1189380966923965,161.4146169251923,163.95,13.636363636363637,True
through,164.94,165.1,0.16,0.06,0,7,0.0228571428571428,0.0600000000000022,0.1853215410605339,241.735057410275,165.01999999999998,43.75,False
explanation,165.16,165.92,0.76,1.56,0,11,0.069090909090909,1.5600000000000025,0.0919634684309747,179.6429129015137,165.54,14.473684210526317,True
mm-hmm,167.48,167.48,0.0,1.06,0,6,0.0,1.0600000000000025,,,167.48,inf,False
but,168.54,168.68,0.14,0.06,0,3,0.0466666666666666,0.0600000000000022,0.2291162014338866,284.23809693916866,168.61,21.428571428571427,False
first,168.74,169.12,0.38,0.28,0,5,0.076,0.2800000000000011,0.1599747228820222,192.265252660964,168.93,13.157894736842104,True
let,169.4,169.56,0.16,0.02,0,3,0.0533333333333333,0.0200000000000102,0.3854831232982136,301.50422067899126,169.48000000000002,18.75,False
me,169.58,169.64,0.06,0.06,0,2,0.03,0.0600000000000022,0.2154530212184568,177.6301954923657,169.61,33.333333333333336,False
make,169.7,169.84,0.14,0.04,0,4,0.035,0.039999999999992,0.2790287367668218,294.1189632549898,169.76999999999998,28.57142857142857,False
the,169.88,169.94,0.06,0.06,0,3,0.02,0.0600000000000022,0.2761672596306472,256.18549617375146,169.91,50.0,False
challenge,170.0,170.42,0.42,0.02,0,9,0.0466666666666666,0.0200000000000102,0.2672681281937892,227.65073900385192,170.20999999999998,21.42857142857143,False
is,170.44,170.54,0.1,0.04,0,2,0.05,0.0400000000000204,0.1582050673846238,236.05697864190387,170.49,20.0,False
a,170.58,170.62,0.04,0.04,0,1,0.04,0.039999999999992,0.1759617515875795,158.4123509997872,170.60000000000002,25.0,False
little,170.66,170.84,0.18,0.04,0,6,0.03,0.039999999999992,0.2580232581210209,191.29057837264784,170.75,33.333333333333336,False
more,170.88,171.04,0.16,0.04,0,4,0.04,0.0400000000000204,0.2076730851258435,172.9763155583464,170.95999999999998,25.0,False
clear,171.08,171.46,0.38,2.22,0,5,0.076,2.219999999999999,0.0839862964724367,141.7895196829761,171.27,13.157894736842104,True
yeah,173.68,173.68,0.0,0.86,0,4,0.0,0.8599999999999852,,,173.68,inf,False
where,174.54,174.7,0.16,0.02,0,5,0.032,0.0200000000000102,0.4914171102671196,264.67001681163816,174.62,31.25,False
i,174.72,174.78,0.06,0.1,0,1,0.06,0.0999999999999943,0.6134200657119709,305.7071609378403,174.75,16.666666666666668,False
work,174.88,175.18,0.3,0.32,0,4,0.075,0.3199999999999932,0.2529338905113747,233.00972003964495,175.03,13.333333333333334,True
most,175.5,175.76,0.26,0.0,0,4,0.065,0.0,0.2048454709409143,242.4964426056359,175.63,15.384615384615383,True
of,175.76,175.82,0.06,0.02,0,2,0.03,0.0200000000000102,0.2432435198859407,288.8055312077008,175.79,33.333333333333336,False
my,175.84,175.92,0.08,0.06,0,2,0.04,0.0600000000000022,0.5726726491954643,289.3247744033816,175.88,25.0,False
data,175.98,176.2,0.22,0.06,0,4,0.055,0.0600000000000022,0.2796374642912647,222.81080506787347,176.08999999999995,18.181818181818183,False
comes,176.26,176.56,0.3,0.04,0,5,0.06,0.039999999999992,0.1998472135550889,197.61744472451932,176.41,16.666666666666668,False
from,176.6,176.7,0.1,0.08,0,4,0.025,0.0800000000000125,0.0697342388047488,196.33447199320497,176.64999999999998,40.0,False
electronic,176.78,177.32,0.54,0.04,0,10,0.054,0.0400000000000204,0.1866142477593989,186.3631795749,177.05,18.51851851851852,False
health,177.36,177.58,0.22,0.04,0,6,0.0366666666666666,0.039999999999992,0.1333330207384891,154.55400230964435,177.47000000000003,27.272727272727273,False
records,177.62,178.1,0.48,1.38,0,7,0.0685714285714285,1.3799999999999957,0.0884174841882624,152.96266510024756,177.86,14.583333333333334,True
these,179.48,179.7,0.22,0.06,0,5,0.044,0.0600000000000022,0.2370091381132358,306.8397544964602,179.58999999999995,22.727272727272727,False
records,179.76,180.28,0.52,0.2,0,7,0.0742857142857142,0.1999999999999886,0.2851135042099745,289.04282564687,180.01999999999998,13.461538461538462,True
only,180.48,180.72,0.24,0.08,0,4,0.06,0.0800000000000125,0.2363525359902442,264.3821781448456,180.6,16.666666666666668,False
contain,180.8,181.2,0.4,0.06,0,7,0.0571428571428571,0.0600000000000022,0.1779340840546985,261.4086185707987,181.0,17.5,False
views,181.26,181.64,0.38,0.12,0,5,0.076,0.1200000000000045,0.136616133343731,229.0453378113476,181.45,13.157894736842104,True
of,181.76,181.86,0.1,0.04,0,2,0.05,0.039999999999992,0.2473256849214107,239.7836315026575,181.81,20.0,False
the,181.9,181.96,0.06,0.04,0,3,0.02,0.039999999999992,0.2188691673838152,272.58575149958483,181.93,50.0,False
patient,182.0,182.4,0.4,0.04,0,7,0.0571428571428571,0.039999999999992,0.0782555300172551,195.7104088846801,182.2,17.5,False
when,182.44,182.54,0.1,0.02,0,4,0.025,0.0200000000000102,0.1317600810517018,207.3364456506465,182.49,40.0,False
they're,182.56,182.68,0.12,0.06,0,7,0.0171428571428571,0.0600000000000022,0.2546069351253026,220.3939633536112,182.62,58.333333333333336,False
very,182.74,182.94,0.2,0.08,0,4,0.05,0.0800000000000125,0.2341794655995285,227.71976326664964,182.84,20.0,False
sick,183.02,183.38,0.36,1.72,0,4,0.09,1.7199999999999989,0.0986368195887203,257.6265599456524,183.2,11.11111111111111,True
they,185.1,185.22,0.12,0.04,0,4,0.03,0.039999999999992,0.5352503125413561,251.4396493449152,185.16,33.333333333333336,False
are,185.26,185.32,0.06,0.06,0,3,0.02,0.0600000000000022,0.3062488612978946,247.2241252796049,185.29,50.0,False
entered,185.38,185.74,0.36,0.04,0,7,0.0514285714285714,0.039999999999992,0.2486934454881084,261.68908681180096,185.56,19.444444444444446,False
by,185.78,185.88,0.1,0.06,0,2,0.05,0.0600000000000022,0.539103789458342,216.6576700433216,185.83,20.0,False
overburden,185.94,186.5,0.56,0.04,0,10,0.056,0.039999999999992,0.2597935718100505,259.6302924955055,186.22,17.857142857142854,False
conditions,186.54,187.2,0.66,0.04,0,10,0.066,0.0400000000000204,0.1406225010296101,233.47629420772049,186.87,15.15151515151515,True
who,187.24,187.32,0.08,0.06,0,3,0.0266666666666666,0.0600000000000022,0.1410000150328444,217.11819241989576,187.28,37.5,False
see,187.38,187.54,0.16,0.04,0,3,0.0533333333333333,0.0400000000000204,0.1254168997346213,223.50391682566527,187.46,18.75,False
no,187.58,187.68,0.1,0.08,0,2,0.05,0.079999999999984,0.2891266900798808,224.61835115104208,187.63,20.0,False
benefit,187.76,188.2,0.44,0.06,0,7,0.0628571428571428,0.0600000000000022,0.2481164730085655,236.50064808794,187.98,15.909090909090908,True
for,188.26,188.36,0.1,0.04,0,3,0.0333333333333333,0.039999999999992,0.1938497916252359,281.603126671694,188.31,30.0,False
their,188.4,188.54,0.14,0.04,0,5,0.028,0.0400000000000204,0.3840844634886376,280.09916558547326,188.47,35.71428571428571,False
labour,188.58,188.98,0.4,1.28,0,6,0.0666666666666666,1.2800000000000011,0.2026637651314949,163.47389195354563,188.78,15.0,True
and,190.26,190.4,0.14,0.06,0,3,0.0466666666666666,0.0600000000000022,0.2079740314529001,208.56726457430517,190.33,21.428571428571427,False
as,190.46,190.64,0.18,0.02,0,2,0.09,0.0200000000000102,0.3848863874565476,216.0944404241941,190.55,11.11111111111111,True
a,190.66,190.72,0.06,0.04,0,1,0.06,0.039999999999992,0.1983204999848518,272.99593580450244,190.69,16.666666666666668,False
result,190.76,191.24,0.48,0.64,0,6,0.08,0.6399999999999864,0.1770971458622496,220.2931411743788,191.0,12.5,True
values,191.88,192.28,0.4,0.02,0,6,0.0666666666666666,0.0200000000000102,0.2278043993234444,264.09597916447905,192.08,15.0,True
often,192.3,192.58,0.28,0.04,0,5,0.056,0.039999999999992,0.187273037752167,287.877947420792,192.44,17.857142857142854,False
go,192.62,192.72,0.1,0.06,0,2,0.05,0.0600000000000022,0.2258106418388028,239.9258620810267,192.67,20.0,False
missing,192.78,193.24,0.46,1.16,0,7,0.0657142857142857,1.1599999999999966,0.0682290130213254,196.96550303953984,193.01,15.217391304347826,True
or,194.4,194.54,0.14,0.06,0,2,0.07,0.0600000000000022,0.1485833571780124,216.85867484287317,194.47,14.285714285714285,True
even,194.6,194.82,0.22,0.06,0,4,0.055,0.0600000000000022,0.2227879922780145,263.04239722693615,194.71,18.181818181818183,False
worse,194.88,195.32,0.44,0.96,0,5,0.088,0.960000000000008,0.1257797316178133,214.86016747681236,195.1,11.363636363636363,True
are,196.28,196.4,0.12,0.12,0,3,0.04,0.1200000000000045,0.4905300662778252,225.2157462912878,196.34,25.0,False
it,196.52,196.64,0.12,0.06,0,2,0.06,0.0600000000000022,0.3013919297686278,246.7052633319976,196.58,16.666666666666668,False
left,196.7,196.96,0.26,0.04,0,4,0.065,0.039999999999992,0.2809260699311554,267.49277086198947,196.83,15.384615384615383,True
it,197.0,197.1,0.1,0.06,0,2,0.05,0.0600000000000022,0.1607165278662954,218.1476504351296,197.05,20.0,False
incorrect,197.16,197.66,0.5,0.04,0,9,0.0555555555555555,0.039999999999992,0.161234690924734,209.42348759500123,197.41,18.0,False
defaults,197.7,198.26,0.56,1.74,0,8,0.07,1.740000000000009,0.0871879655646014,162.23141541434595,197.98,14.285714285714285,True
and,200.0,200.1,0.1,0.04,0,3,0.0333333333333333,0.039999999999992,0.2075578386033533,236.8798589827136,200.05,30.0,False
that's,200.14,200.34,0.2,0.04,0,6,0.0333333333333333,0.039999999999992,0.3783297138660628,270.3680874693059,200.24,30.0,False
just,200.38,200.54,0.16,0.04,0,4,0.04,0.0400000000000204,0.1178723390368362,309.90291049477423,200.46,25.0,False
the,200.58,200.64,0.06,0.04,0,3,0.02,0.0400000000000204,0.1562502373950383,297.22360941892737,200.61,50.0,False
start,200.68,200.98,0.3,0.76,0,5,0.06,0.7600000000000193,0.1508787084378277,78.23259767698177,200.83,16.666666666666668,False
couple,201.74,202.0,0.26,0.06,0,6,0.0433333333333333,0.0600000000000022,0.1924528539777845,214.18184201200344,201.87,23.076923076923077,False
years,202.06,202.3,0.24,0.02,0,5,0.048,0.0199999999999818,0.2406681936543128,216.72166434653903,202.18,20.833333333333336,False
ago,202.32,202.56,0.24,0.48,0,3,0.08,0.4799999999999897,0.2210081013805744,178.56877016707097,202.44,12.5,True
my,203.04,203.16,0.12,0.04,0,2,0.06,0.039999999999992,0.3693134444859283,245.809402464872,203.1,16.666666666666668,False
colleagues,203.2,203.58,0.38,0.02,0,10,0.038,0.0199999999999818,0.2296363645050748,262.3425157343131,203.39,26.31578947368421,False
and,203.6,203.68,0.08,0.02,0,3,0.0266666666666666,0.0199999999999818,0.2252161023613441,281.16057182608404,203.64,37.5,False
i,203.7,203.78,0.08,0.1,0,1,0.08,0.0999999999999943,0.5181678394099605,230.6384604811792,203.74,12.5,True
designed,203.88,204.26,0.38,0.02,0,8,0.0475,0.0200000000000102,0.3107635168050107,236.32259801527655,204.07,21.05263157894737,False
a,204.28,204.32,0.04,0.02,0,1,0.04,0.0200000000000102,0.1545929466221202,249.24625383857443,204.3,25.0,False
system,204.34,204.76,0.42,0.1,0,6,0.0699999999999999,0.1000000000000227,0.1219591471819522,192.1511154324733,204.55,14.285714285714286,True
to,204.86,204.94,0.08,0.04,0,2,0.04,0.039999999999992,0.0535558952921913,,204.9,25.0,False
identify,204.98,205.42,0.44,0.12,0,8,0.055,0.1200000000000045,0.2076680306580739,197.8659250140915,205.2,18.181818181818183,False
who,205.54,205.8,0.26,0.06,0,3,0.0866666666666666,0.0600000000000022,0.1639379413902324,302.3114472791979,205.67,11.538461538461538,True
is,205.86,205.96,0.1,0.04,0,2,0.05,0.039999999999992,0.3145292004311105,274.8674933533666,205.91000000000005,20.0,False
at,206.0,206.06,0.06,0.08,0,2,0.03,0.079999999999984,0.0993355215918891,185.60942398252075,206.03,33.333333333333336,False
high,206.14,206.44,0.3,0.06,0,4,0.075,0.0600000000000022,0.260905354470651,259.58574969195087,206.29,13.333333333333334,True
risk,206.5,206.8,0.3,0.02,0,4,0.075,0.0199999999999818,0.1207336123704821,210.498171700946,206.65,13.333333333333334,True
of,206.82,206.88,0.06,0.04,0,2,0.03,0.039999999999992,0.136545759735175,212.0435350968644,206.85,33.333333333333336,False
dying,206.92,207.36,0.44,0.12,0,5,0.088,0.1199999999999761,0.2065785926901285,162.93958955575903,207.14,11.363636363636363,True
in,207.48,207.58,0.1,0.02,0,2,0.05,0.0199999999999818,0.0833093800806393,185.07211996694747,207.53,20.0,False
the,207.6,207.66,0.06,0.08,0,3,0.02,0.0800000000000125,0.1187077581013228,182.62674257627577,207.63,50.0,False
icu,207.74,208.32,0.58,1.26,0,3,0.1933333333333333,1.260000000000019,0.0959162658941752,164.13218495652654,208.03,5.172413793103448,True
and,209.58,209.7,0.12,0.04,0,3,0.04,0.0400000000000204,0.1987500921444541,231.34603240869944,209.64,25.0,False
we,209.74,209.84,0.1,0.08,0,2,0.05,0.079999999999984,0.3490721732271399,282.4739799976989,209.79,20.0,False
fed,209.92,210.12,0.2,0.04,0,3,0.0666666666666666,0.039999999999992,0.341588937760014,270.6140396180122,210.02,15.0,True
it,210.16,210.22,0.06,0.18,0,2,0.03,0.1800000000000068,0.1464739183349023,237.44124247968097,210.19,33.333333333333336,False
all,210.4,210.7,0.3,0.08,0,3,0.0999999999999999,0.0800000000000125,0.1908992760023064,275.5516565607764,210.55,10.0,True
the,210.78,210.84,0.06,0.06,0,3,0.02,0.0600000000000022,0.3577052941812793,278.1030838277503,210.81,50.0,False
volumes,210.9,211.44,0.54,0.02,0,7,0.0771428571428571,0.0200000000000102,0.2643651524824997,242.4240501677192,211.17,12.962962962962962,True
of,211.46,211.52,0.06,0.04,0,2,0.03,0.039999999999992,0.1673279583006885,206.63075608195663,211.49,33.333333333333336,False
data,211.56,211.9,0.34,0.2,0,4,0.085,0.1999999999999886,0.2276533560724471,206.603570909298,211.73,11.76470588235294,True
that,212.1,212.22,0.12,0.02,0,4,0.03,0.0200000000000102,0.2733736895247609,207.8213589034903,212.16,33.333333333333336,False
we,212.24,212.32,0.08,0.08,0,2,0.04,0.0800000000000125,0.1578322168737656,210.677639251414,212.28,25.0,False
had,212.4,212.58,0.18,0.02,0,3,0.06,0.0199999999999818,0.2923699895585367,207.76502565830285,212.49,16.666666666666668,False
available,212.6,213.1,0.5,0.48,0,9,0.0555555555555555,0.4800000000000182,0.1803999443928771,188.63328332300628,212.85,18.0,False
from,213.58,213.72,0.14,0.02,0,4,0.035,0.0200000000000102,0.1544049754934452,217.9134946580213,213.65,28.57142857142857,False
the,213.74,213.78,0.04,0.06,0,3,0.0133333333333333,0.0600000000000022,0.1894091324275172,192.66555030325424,213.76,75.0,False
physiological,213.84,214.62,0.78,0.06,0,13,0.06,0.0600000000000022,0.2342520652189042,221.81474055274612,214.23,16.666666666666668,False
monitors,214.68,215.52,0.84,1.02,0,8,0.105,1.0199999999999818,0.292525523149149,288.42737869257473,215.1,9.523809523809524,True
to,216.54,216.62,0.08,0.08,0,2,0.04,0.079999999999984,0.0713002496118251,276.2932746134913,216.58,25.0,False
all,216.7,216.86,0.16,0.04,0,3,0.0533333333333333,0.039999999999992,0.4503362947387029,226.1519483770393,216.78,18.75,False
of,216.9,216.94,0.04,0.04,0,2,0.02,0.039999999999992,0.2345465302637055,246.33338370301175,216.92,50.0,False
the,216.98,217.04,0.06,0.04,0,3,0.02,0.0400000000000204,0.1377092338649732,196.3756094758268,217.01,50.0,False
clinicians,217.08,217.64,0.56,0.06,0,10,0.056,0.0600000000000022,0.1678874036138958,272.66308651447434,217.36,17.857142857142854,False
notes,217.7,217.94,0.24,0.1,0,5,0.048,0.0999999999999943,0.2139921852545284,263.7681411003638,217.82,20.833333333333336,False
everything,218.04,218.64,0.6,0.6,0,10,0.06,0.6000000000000227,0.1615034283497509,183.71982139166712,218.34,16.666666666666668,False
and,219.24,219.36,0.12,0.04,0,3,0.04,0.039999999999992,0.1089857890423087,124.91715608019216,219.3,25.0,False
we,219.4,219.48,0.08,0.08,0,2,0.04,0.0800000000000125,0.2979146955857882,190.1031079152361,219.44,25.0,False
